"lang"
{

	"Language"		"English"
		"DOTA_Tooltip_ability_item_sage_scroll_Lore"								"With just a touch on the forehead, the legendary Sannin Jiraiya is able to turn his foe into a frog. Or at the very least, convinces others he is able to do so!"
		"DOTA_Tooltip_ability_item_sage_scroll_bonus_str"							"Strength: +"
		"DOTA_Tooltip_ability_item_sage_scroll_bonus_agi"							"Agility: +"
		"DOTA_Tooltip_ability_item_sage_scroll_bonus_int"							"Intelligence: +"
		"DOTA_Tooltip_ability_item_sage_scroll_bonus_mana_reg_percentage"			"%Chakra Regeneration: +"

		//Hoshikage's Star
    	"DOTA_Tooltip_ability_item_hoshikages_star"									"Hoshikage's Star"
		"DOTA_Tooltip_ability_item_hoshikages_star_Description"						"Active: Thunder Clap - 350 Magic Damage in 250 AOE, 40 Movement Speed and Attack Speed slow for 3.5 seconds) - 10 Charges."
		"DOTA_Tooltip_ability_item_hoshikages_star_Lore"							"A star that had once fallen into a village, it's inhabitants used the star's chakra to train their bodies. The star's chakra is so powerful, it can make a user 8 times stronger than before."
		"DOTA_Tooltip_ability_item_hoshikages_star_bonus_int"						"Intelligence: +"
		"DOTA_Tooltip_ability_item_hoshikages_star_bonus_mana_reg_percentage"		"%Chakra Regeneration: +"
		"DOTA_Tooltip_hoshi_star_slow"												"Hosikage's Star"
		"DOTA_Tooltip_hoshi_star_slow_description"									"-40%% Movementspeed"

		"DOTA_Tooltip_ability_item_recipe_hoshikages_star"                  		"Recipe Hoshikages Star"
		"DOTA_Tooltip_ability_item_recipe_hoshikages_star_Description"              "Active: Thunder Clap (350 Damage in 250 AOE, 40% ms and as slow for 3.5 seconds) - 10 Charges"

		//The Totsuka
    	"DOTA_Tooltip_ability_item_the_totsuka"										"Sword of Totsuka"
    	"DOTA_Tooltip_ability_item_the_totsuka_Description"							"Soul Burn - Silences target unit for %silence_duration% seconds and amplifies the damage it takes by %silence_damage_percent%%%."
		"DOTA_Tooltip_ability_item_the_totsuka_Lore"								"The legendary sword wielded by Itachi's Susano'o, it seals its victims into a permanent genjutsu upon contact."
		"DOTA_Tooltip_ability_item_the_totsuka_bonus_int"							"Intelligence: +"
		"DOTA_Tooltip_ability_item_the_totsuka_bonus_damage"						"Attack Damage: +"
		"DOTA_Tooltip_ability_item_the_totsuka_attackspeed"							"Attack Speed: +"
		"DOTA_Tooltip_ability_item_the_totsuka_bonus_mana_reg_percentage"			"%Chakra Regeneration: +"
		"DOTA_Tooltip_modifier_totsuka_silence"												"Soul Burn"
		"DOTA_Tooltip_modifier_totsuka_silence_description"									"This Unit is silenced and takes damage over time."
		"DOTA_Tooltip_ability_item_the_totsuka_Note1"								"Does not directly amplify damage as it is dealt, but rather saves all damage values and deals 30% of it 5 seconds after cast."
		"DOTA_Tooltip_ability_item_the_totsuka_Note2"								"This means that the damage can be avoided by becoming spell immune or invulnerable at the end of the duration."
		"DOTA_Tooltip_ability_item_the_totsuka_Note3"								"The damage is applied exactly 5 seconds after cast, but only if the target still has the debuff on."
		"DOTA_Tooltip_ability_item_the_totsuka_Note4"								"This means when the debuff gets dispeled prematurely, no damage is dealt."
		"DOTA_Tooltip_ability_item_the_totsuka_Note5"								"It also means when the debuff gets prolonged (by e.g re-casting it), the damage is not further delayed."
		"DOTA_Tooltip_ability_item_the_totsuka_Note6"								"This in return means that successive casts on the same target only refresh the silence duration. \nIn order to amplify damage again, the already existing debuff must disappear first."
		"DOTA_Tooltip_ability_item_the_totsuka_Note7"								"Only considers magical, physical and pure damage (after all reductions). Other sources of health loss are ignored."


		//Karites Touch
    	"DOTA_Tooltip_ability_item_karites_touch"									"Karite's Touch"
    	"DOTA_Tooltip_ability_item_karites_touch_description"						"Active: Energy Blast - Deals 400 (damage varies per level) Magic Damage instantly to a target enemy unit. This item can be upgraded."
		"DOTA_Tooltip_ability_item_karites_touch_Lore"								"Known as the Reaper's Touch, it is said that a Shinigami's finger was once cut off and fell onto the shinobi world. The finger is believed to be able to shoot dark beams of energy, able to instantly annihilate lesser foes."
		"DOTA_Tooltip_ability_item_karites_touch_bonus_intellect"					"Intelligence: + "
		"DOTA_Tooltip_ability_item_karites_touch_bonus_str"							"Strength: + "
		"DOTA_Tooltip_ability_item_karites_touch_bonus_agi"							"Agility: + "
		"DOTA_Tooltip_ability_item_karites_touch_bonus_damage"						"Attack Damage: + "
		"DOTA_Tooltip_ability_item_karites_touch_Note0"								"Karite's Touch goes up to level 4."
		//Karites Touch 2
    	"DOTA_Tooltip_ability_item_karites_touch_2"									"Karites Touch v2"
    	"DOTA_Tooltip_ability_item_karites_touch_2_description"						"Active: Energy Blast - Deals 400 (damage varies per level) Magic Damage instantly to a target enemy unit. This item can be upgraded."
		"DOTA_Tooltip_ability_item_karites_touch_2_Lore"							"Known as the Reaper's Touch, it is said that a Shinigami's finger was once cut off and fell onto the shinobi world. The finger is believed to be able to shoot dark beams of energy, able to instantly annihilate lesser foes."
		"DOTA_Tooltip_ability_item_karites_touch_2_bonus_intellect"					"Intelligence: + "
		"DOTA_Tooltip_ability_item_karites_touch_2_bonus_str"				   		"Strength: + "
		"DOTA_Tooltip_ability_item_karites_touch_2_bonus_agi"						"Agility: + "
		"DOTA_Tooltip_ability_item_karites_touch_2_bonus_damage"					"Attack Damage: + "
		"DOTA_Tooltip_ability_item_karites_touch_2_Note0"								"Karite's Touch goes up to level 4."
		//Karites Touch 3
    	"DOTA_Tooltip_ability_item_karites_touch_3"									"Karites Touch v3"
    	"DOTA_Tooltip_ability_item_karites_touch_3_description"						"Active: Energy Blast - Deals 400 (damage varies per level) Magic Damage instantly to a target enemy unit. This item can be upgraded."
		"DOTA_Tooltip_ability_item_karites_touch_3_Lore"							"Known as the Reaper's Touch, it is said that a Shinigami's finger was once cut off and fell onto the shinobi world. The finger is believed to be able to shoot dark beams of energy, able to instantly annihilate lesser foes."
		"DOTA_Tooltip_ability_item_karites_touch_3_bonus_intellect"					"Intelligence: +"
		"DOTA_Tooltip_ability_item_karites_touch_3_bonus_str"						"Strength: + "
		"DOTA_Tooltip_ability_item_karites_touch_3_bonus_agi"						"Agility: + "
		"DOTA_Tooltip_ability_item_karites_touch_3_bonus_damage"					"Attack Damage: + "
		"DOTA_Tooltip_ability_item_karites_touch_3_Note0"								"Karite's Touch goes up to level 4."
		//Karites Touch 4 
    	"DOTA_Tooltip_ability_item_karites_touch_4"									"Karites Touch v4"
		"DOTA_Tooltip_ability_item_karites_touch_4_description"						"Active: Energy Blast - Deals 400 (damage varies per level) Magic Damage instantly to a target enemy unit. This item can be upgraded."
		"DOTA_Tooltip_ability_item_karites_touch_4_Lore"							"Known as the Reaper's Touch, it is said that a Shinigami's finger was once cut off and fell onto the shinobi world. The finger is believed to be able to shoot dark beams of energy, able to instantly annihilate lesser foes."
		"DOTA_Tooltip_ability_item_karites_touch_4_bonus_intellect"					"Intelligence: + "
		"DOTA_Tooltip_ability_item_karites_touch_4_bonus_str"						"Strength: + "
		"DOTA_Tooltip_ability_item_karites_touch_4_bonus_agi"						"Agility: + "
		"DOTA_Tooltip_ability_item_karites_touch_4_bonus_damage"					"Attack Damage: + "
		"DOTA_Tooltip_ability_item_karites_touch_4_Note0"								"Karite's Touch goes up to level 4."
		//Hexagonal Crystal
    	"DOTA_Tooltip_ability_item_hexagonal_crystal"								"Hexagonal Crystal"
    	"DOTA_Tooltip_ability_item_hexagonal_crystal_Description"					"Active: Reset Cooldowns - Resets the cooldowns of all your items and abilities."
		"DOTA_Tooltip_ability_item_hexagonal_crystal_Lore"							"This oddly shaped trinket was given to Princess Koyuki as a key to turn the Land of Snow into the Land of Spring. It is from this function that it is believed to give new life to the user."
		"DOTA_Tooltip_ability_item_hexagonal_crystal_bonus_mana_reg_percentage"		"%Chakra Regeneration: + "
		"DOTA_Tooltip_ability_item_hexagonal_crystal_bonus_hp_reg_constant"			"Hp Regeneration: + "
		"DOTA_Tooltip_ability_item_hexagonal_crystal_bonus_damage"					"Attack Damage: + "

		//Rengeki - Bashosen
    	"DOTA_Tooltip_ability_item_bashosen"										"Bashosen"
    	"DOTA_Tooltip_ability_item_bashosen_Description"							"Active: Thunder Clap (Deals 200 magic damage to enemies within a radius of 250 while decreasing movement speed and attack speed by 30 for 3.5 seconds) - 10 Charges"
		"DOTA_Tooltip_ability_item_bashosen_Lore"									"This oddly shaped trinket was given to Princess Koyuki as a key to turn the Land of Snow into the Land of Spring. It is from this function that the trinket is believed to give new life to the user."
		"DOTA_Tooltip_ability_item_bashosen_bonus_mana_reg_percentage"				"%Chakra Regeneration: + "
		"DOTA_Tooltip_ability_item_bashosen_bonus_int"								"Intelligence: + "
		"DOTA_Tooltip_ability_item_bashosen_ms_slow"                                "Movement Speed Slow: "
		"DOTA_Tooltip_ability_item_bashosen_attack_speed_slow"                      "Attack Speed Slow: "
		"DOTA_Tooltip_modifier_bashosen_slow"										"Bashosen"
		"DOTA_Tooltip_modifier_bashosen_slow_Description" 							"-30%% Movementspeed" 

		//Giant Iron Fan
    	"DOTA_Tooltip_ability_item_giant_iron_fan"									"Giant Iron Fan"
		"DOTA_Tooltip_ability_item_giant_iron_fan_Lore"								"A target unit is swept up in a cyclone and made invulnerable for 2.5 seconds. Deals 50 damage on enemies upon landing."
		"DOTA_Tooltip_ability_item_giant_iron_fan_Description"						"Active: Cyclone - A target unit is swept up in a cyclone and made invulnerable. Cyclone can be cast on yourself."
		"DOTA_Tooltip_ability_item_giant_iron_fan_bonus_mana_reg_percentage"		"%Chakra Regeneration: +"
		"DOTA_Tooltip_ability_item_giant_iron_fan_bonus_int"						"Intelligence: +"
		"DOTA_Tooltip_ability_item_giant_iron_fan_movementspeed_percentage"			"%Movement speed: +"
		"DOTA_Tooltip_modifier_storm_cyclone"										"Cyclone"
		"DOTA_Tooltip_modifier_storm_cyclone_description"							"This Unit is disabled."

		//Onbu's Paw - The Will of Fire
    	"DOTA_Tooltip_ability_item_the_will_of_fire"								"The Will of Fire"
		"DOTA_Tooltip_ability_item_the_will_of_fire_Lore"							"It is widely believed that inside every shinobi of Konoha lies The Will of Fire, a burning determination to protect one's home and people for generations to come."
		"DOTA_Tooltip_ability_item_the_will_of_fire_bonus_str"						"Strength: +"
		"DOTA_Tooltip_ability_item_the_will_of_fire_bonus_hp_reg_constant"			"Hp Regeneration: +"
		"DOTA_Tooltip_ability_item_the_will_of_fire_bonus_hp"						"Hit Points: +"

		//Demon Booster
    	"DOTA_Tooltip_ability_item_demon_booster"									"Demon Booster"
		"DOTA_Tooltip_ability_item_demon_booster_Lore"								"Trapped within this container lies the powers of the bijuu, a force that can be slightly utilized to gain an immense amount of energy."
		"DOTA_Tooltip_ability_item_demon_booster_bonus_hp_reg_constant"				"Hp Regeneration: +"
		"DOTA_Tooltip_ability_item_demon_booster_bonus_hp"							"Hit Points: +"
		"DOTA_Tooltip_ability_item_demon_booster_bonus_mana_reg_percentage"			"%Chakra Regeneration: +"
		"DOTA_Tooltip_ability_item_demon_booster_bonus_mana"						"Chakra: +"

		//Reminisce
    	"DOTA_Tooltip_ability_item_reminisce"										"Kyuubi Cloak"
    	"DOTA_Tooltip_ability_item_reminisce_description"							"Passive: Block - %block_chance%%% Chance to block %damage_block_melee% Damage as Melee Hero and %damage_block_ranged% Damage as Range Hero."
		"DOTA_Tooltip_ability_item_reminisce_Lore"									"The power of the Kyuubi grant's great regeneration upon the user and protects them from harm."
		"DOTA_Tooltip_ability_item_reminisce_bonus_hp_reg_constant"					"Hp Regeneration: +"
		"DOTA_Tooltip_ability_item_reminisce_bonus_hp"								"Hit Points: +"

		//Kaguya Armor
    	"DOTA_Tooltip_ability_item_kaguya_armor"									"Kaguya Armor"
    	"DOTA_Tooltip_ability_item_kaguya_armor_Description"						"Active: Damage Return - Returns any damage you take to the unit that dealt the damage.  Lasts %duration% seconds."
		"DOTA_Tooltip_ability_item_kaguya_armor_Lore"								"Armor of the Rabbit Goddess, some things are best left untouched."
		"DOTA_Tooltip_ability_item_kaguya_armor_bonus_armor"						"Armor: +"
    	"DOTA_Tooltip_ability_item_kaguya_armor_bonus_damage"						"Attack Damage: +"
    	"DOTA_Tooltip_ability_item_kaguya_armor_bonus_int"							"Intelligence: +"
    	"Dota_Tooltip_kaguya_armor_return"											"Kaguya Armor"
    	"Dota_Tooltip_kaguya_armor_return_description"								"Returns any damage you take to the unit that dealt the damage."

    	//Trinity Booster
    	"DOTA_Tooltip_ability_item_trinity_booster"									"Trinity Booster"
		"DOTA_Tooltip_ability_item_trinity_booster_Lore"							"Once the powers of all three boosters have been combined, a powerful relic called the 'Trinity Booster' is born."
		"DOTA_Tooltip_ability_item_trinity_booster_bonus_mana_reg_percentage"		"%Chakra Regeneration: +"
		"DOTA_Tooltip_ability_item_trinity_booster_bonus_hp"						"Hit Points: +"
		"DOTA_Tooltip_ability_item_reminisce_bonus_hp_reg_constant"					"Hp Regeneration: +"
		"DOTA_Tooltip_ability_item_trinity_booster_bonus_mana"						"Intelligence: +"

		//Hokage Armor
    	"DOTA_Tooltip_ability_item_hokage_armor"									"Hokage Armor"
    	"DOTA_Tooltip_ability_item_hokage_armor_Description"						"Passive:  Assault Aura - Increases attack speed by %as_aura%%% and armor by %armor_aura%%% to nearby allied units, and decreases armor by %minus_armor_aura%%% for nearby enemies in %minus_radius% AOE.\n\nMultiple instances of Assault Aura do not stack."
		"DOTA_Tooltip_ability_item_hokage_armor_Lore"								"The iconic armor of the Third Hokage bears a striking resemblance to the appearence and protection of a Samurai's attire."
		"DOTA_Tooltip_ability_item_hokage_armor_bonus_armor"						"Armor: +"
    	"DOTA_Tooltip_ability_item_hokage_armor_attackspeed"						"Bonus Attackspeed: +"
    	"DOTA_Tooltip_item_hokage_armor_aura_enemy"									"Hokage Armor"
    	"DOTA_Tooltip_item_hokage_armor_aura_enemy_description"						"-5 Armor"
    	"DOTA_Tooltip_item_hokage_armor_aura"										"Hokage Armor"
    	"DOTA_Tooltip_item_hokage_armor_aura_description"							"+5 Armor\n+15%% Attackspeed"

    	//Gelel Stone
    	"DOTA_Tooltip_ability_item_gelel_stone"										"Gelel Stone"
    	"DOTA_Tooltip_ability_item_gelel_stone_Description"							"Active: Avatar - Grants Spell Immunity and 100% Magic Damage Resistance for %duration% seconds.  Some Ultimate abilities are able to disable through Gelel Stone."
		"DOTA_Tooltip_ability_item_gelel_stone_Lore"								"The Gelel Stone is a powerful relic that can grant any user powers beyond their wildest dreams."
		"DOTA_Tooltip_ability_item_gelel_stone_bonus_str"							"Strength: +"
    	"DOTA_Tooltip_ability_item_gelel_stone_bonus_damage"						"Attack Damage: +"
    	"DOTA_Tooltip_modifier_item_black_king_bar_datadriven_active"				"Gelel Stone - Avatar"
    	"DOTA_Tooltip_modifier_item_black_king_bar_datadriven_active_description"	"This Unit is spell immun and has 100% Magic Damage Resistance."

    	//Haku's Overcoat
    	"DOTA_Tooltip_ability_item_hakus_overcoat"									"Haku's Overcoat"
    	"DOTA_Tooltip_ability_item_hakus_overcoat_Description"						"Active: Frost Armor - Creates a shield around you, which adds armor and slows attacking units. \n<font color='#FF7800'>The slow is triggered by any source of damage.</font>"
		"DOTA_Tooltip_ability_item_hakus_overcoat_Lore"								"The coat of the mysterious shinobi Haku has adapted to the user's unique Ice Release techniques, to the point that it emits a freezing aura of its own. "
		"DOTA_Tooltip_ability_item_hakus_overcoat_bonus_armor"						"Armor: +"
    	"DOTA_Tooltip_ability_item_hakus_overcoat_bonus_int"						"Intelligence: +"
    	"DOTA_Tooltip_hakus_overcoat_aura"											"Haku's Overcoat"
    	"DOTA_Tooltip_hakus_overcoat_aura_description"								"-25%% Attackspeed"
    	"DOTA_Tooltip_modifier_frost_armor_slow"									"Haku's Overcoat - Frost Armor"
    	"DOTA_Tooltip_modifier_frost_armor_slow_description"						"-20%% Attackspeed\n-30%% Movementspeed"
    	"DOTA_Tooltip_modifier_frost_armor"											"Haku's Overcoat - Frost Armor"
    	"DOTA_Tooltip_modifier_frost_armor_description"								"+3 Armor"

    	//Chakra Armor
    	"DOTA_Tooltip_ability_item_chakra_armor"									"Chakra Armor"
		"DOTA_Tooltip_ability_item_chakra_armor_Lore"								"Chakra Armor is a unique type of armor that absorbs chakra from ninjutsu and genjutsu while at the same time amplifying the wearer's chakra."
		"DOTA_Tooltip_ability_item_chakra_armor_Description"						"Spellblock - Passively blocks most targeted spells once every 17 seconds. Can be cast on an allied unit to temporarily transfer the buff."
		"DOTA_Tooltip_ability_item_chakra_armor_bonus_str"							"Strength: +"
		"DOTA_Tooltip_ability_item_chakra_armor_bonus_int"							"Intelligence: +"
		"DOTA_Tooltip_ability_item_chakra_armor_bonus_agi"							"Agility: +"
		"DOTA_Tooltip_ability_item_chakra_armor_bonus_mana_reg_percentage"			"%Chakra Regeneration: +"
		"DOTA_Tooltip_ability_item_chakra_armor_bonus_hp_reg_constant"				"Hp Regeneration: +"

		//Chakra Armor
    	"DOTA_Tooltip_ability_item_chakra_armor_male"									"Chakra Armor"
		"DOTA_Tooltip_ability_item_chakra_armor_male_Lore"								"Chakra Armor is a unique type of armor that absorbs chakra from ninjutsu and genjutsu while at the same time amplifying the wearer's chakra."
		"DOTA_Tooltip_ability_item_chakra_armor_male_Description"						"Spellblock - Passively blocks most targeted spells once every 17 seconds. Can be cast on an allied unit to temporarily transfer the buff."
		"DOTA_Tooltip_ability_item_chakra_armor_male_bonus_str"							"Strength: +"
		"DOTA_Tooltip_ability_item_chakra_armor_male_bonus_int"							"Intelligence: +"
		"DOTA_Tooltip_ability_item_chakra_armor_male_bonus_agi"							"Agility: +"
		"DOTA_Tooltip_ability_item_chakra_armor_male_bonus_mana_reg_percentage"			"%Chakra Regeneration: +"
		"DOTA_Tooltip_ability_item_chakra_armor_male_bonus_hp_reg_constant"				"Hp Regeneration: +"

		//Chakra Armor
    	"DOTA_Tooltip_ability_item_chakra_armor_female"									"Chakra Armor"
		"DOTA_Tooltip_ability_item_chakra_armor_female_Lore"								"Chakra Armor is a unique type of armor that absorbs chakra from ninjutsu and genjutsu while at the same time amplifying the wearer's chakra."
		"DOTA_Tooltip_ability_item_chakra_armor_female_Description"						"Spellblock - Passively blocks most targeted spells once every 17 seconds. Can be cast on an allied unit to temporarily transfer the buff."
		"DOTA_Tooltip_ability_item_chakra_armor_female_bonus_str"							"Strength: +"
		"DOTA_Tooltip_ability_item_chakra_armor_female_bonus_int"							"Intelligence: +"
		"DOTA_Tooltip_ability_item_chakra_armor_female_bonus_agi"							"Agility: +"
		"DOTA_Tooltip_ability_item_chakra_armor_female_bonus_mana_reg_percentage"			"%Chakra Regeneration: +"
		"DOTA_Tooltip_ability_item_chakra_armor_female_bonus_hp_reg_constant"				"Hp Regeneration: +"

		//Flak Jacket
    	"DOTA_Tooltip_ability_item_flak_jacket"										"Flak Jacket"
		"DOTA_Tooltip_ability_item_flak_jacket_Lore"								"A form of protective clothing for shinobi, designed specifically to provide protection from jutsus."
		"DOTA_Tooltip_ability_item_flak_jacket_bonus_hp_reg_constant"				"Hp Regeneration: +"
		"DOTA_Tooltip_ability_item_flak_jacket_magic_resis"							"%Spell Reduction: +"

		//Twin-Fangs Of Abyss
    	"DOTA_Tooltip_ability_item_twin_fangs_of_abyss"								"Twin-Fangs Of Abyss"
    	"DOTA_Tooltip_ability_item_twin_fangs_of_abyss_Description"				"Passive: Greater Maim - %maim_chance%%% chance to slow %maim_slow_movement%%% Movementspeed and %maim_slow_attack% Attackspeed for %maim_duration% seconds."
		"DOTA_Tooltip_ability_item_twin_fangs_of_abyss_Lore"						"A weapon of mystery... created through combining two of the three bladed weapons into a single two bladed weapon. The powers the remaining blades have been combined into the vicious resulting weapon."
		"DOTA_Tooltip_ability_item_twin_fangs_of_abyss_bonus_damage"				"Attack Damage: +"
		"DOTA_Tooltip_ability_item_twin_fangs_of_abyss_bonus_str"					"Strength: +"
		"DOTA_Tooltip_ability_item_twin_fangs_of_abyss_bonus_agi"					"Agility: +"
		"DOTA_Tooltip_ability_item_twin_fangs_of_abyss_attackspeed"					"Bonus Attackspeed: +"
		"DOTA_Tooltip_ability_item_twin_fangs_of_abyss_movementspeed_percentage"	"Movement Percentage: +"
		"DOTA_Tooltip_modifier_item_sange_and_yasha_datadriven"						"Twin-Fangs Of Abyss"
		"DOTA_Tooltip_modifier_item_sange_and_yasha_datadriven_description"			"This Unit has increased AS and MS."

		//Jashin's Amulet
    	"DOTA_Tooltip_ability_item_jashins_amulet"									"Jashin's Amulet"
    	"DOTA_Tooltip_ability_item_jashins_amulet_description"						"Active: Unholy Rage - Grants 175%% Lifesteal for 3.5 seconds."
		"DOTA_Tooltip_ability_item_jashins_amulet_Lore"								"An amulet of the evil god Jashin, his followers hope to bring marvelous pain and death upon the world."
		"DOTA_Tooltip_ability_item_jashins_amulet_bonus_damage"						"Attack Damage: +"
		"DOTA_Tooltip_ability_item_jashins_amulet_bonus_str"						"Strength: +"
		"DOTA_Tooltip_ability_item_jashins_amulet_bonus_armor"						"Armor: +"
    	"DOTA_Tooltip_ability_item_jashins_amulet_bonus_lifesteal"					"Lifesteal: +"
    	"DOTA_Tooltip_modifier_item_jashin_unholy_rage"								"Unholy Rage"
    	"DOTA_Tooltip_modifier_item_jashin_unholy_rage_description"					"+150%% Lifesteal"

		//Ikazuchi
    	"DOTA_Tooltip_ability_item_ikazuchi"										"Ikazuchi"
    	"DOTA_Tooltip_ability_item_ikazuchi_Description"							"Passive: Chain Lightning - Grants a %lightning_chance%%% chance on attack to release a Chain Lightning that hits %lightning_bounces% targets, dealing %lightning_damage% damage.\n\nIkazuchi is a Unique Attack Modifier that stacks with other Unique Attack Modifiers, but overrides them when Chain Lightning occurs. "
		"DOTA_Tooltip_ability_item_ikazuchi_Lore"									"Ikazuchi is the name given to the two swords of Kurosuki Raiga, one of the 7 Swordsmen of the Mist. Their power allows the user to use Lightning Release techniques at their disposal."
		"DOTA_Tooltip_ability_item_ikazuchi_bonus_damage"							"Attack Damage: +"
		"DOTA_Tooltip_ability_item_ikazuchi_attackspeed"							"Bonus Attackspeed: +"

		//Lunar Sword
    	"DOTA_Tooltip_ability_item_lunar_sword"										"Lunar Sword"
		"DOTA_Tooltip_ability_item_lunar_sword_Description"							"Passive: Cold Attack - Attacks slow the movement and attack speed of the target.\n\nLunar Sword is a Unique Attack Modifier, and does not stack with other Unique Attack Modifiers.  Lunar sword can be combined with Lifesteal Attack Modifiers."
		"DOTA_Tooltip_ability_item_lunar_sword_Lore"								"Forged with the power of the Blue Moon, this sword is able to freeze anything it touches."
		"DOTA_Tooltip_ability_item_lunar_sword_bonus_str"							"Strength: +"
		"DOTA_Tooltip_ability_item_lunar_sword_bonus_int"							"Intelligence: +"
		"DOTA_Tooltip_ability_item_lunar_sword_bonus_agi"							"Agility: +"
		"DOTA_Tooltip_ability_item_lunar_sword_bonus_hp"							"Hit Points: +"
		"DOTA_Tooltip_ability_item_lunar_sword_bonus_mana"							"Chakra: +"
		"DOTA_Tooltip_lunar_sword_slow"												"Lunar Sword"
		"DOTA_Tooltip_lunar_sword_slow_description"									"-20%% Movementspeed\n-25%% Attackspeed"

		//Tri-Blades
    	"DOTA_Tooltip_ability_item_tri_blades"										"Tri-Blades"
    	"DOTA_Tooltip_ability_item_tri_blades_Description"							"Passive: Maim - %maim_chance%%% chance to slow %maim_movement_speed%%% Movementspeed and %maim_attack_speed% Attackspeed for %maim_duration% seconds."
		"DOTA_Tooltip_ability_item_tri_blades_Lore"									"A weapon for shinobi who focus more on strength rather than speed, it can rip and slash enemies to great effect."
		"DOTA_Tooltip_ability_item_tri_blades_bonus_str"							"Strength: +"
		"DOTA_Tooltip_ability_item_tri_blades_bonus_damage"							"Attack Damage: +"
		"DOTA_Tooltip_modifier_item_sange_datadriven"								"Tri-Blades"
		"DOTA_Tooltip_modifier_item_sange_datadriven_description"					"This Unit has a chance to slow his enemy with attacks."


		//Sarutobi's Helm
    	"DOTA_Tooltip_ability_item_sarutobis_helm"									"Sarutobi's Helm"
		"DOTA_Tooltip_ability_item_sarutobis_helm_Lore"								"This strange helm has been used by the Third Hokage Sarutobi Hiruzen for countless battles. It's increased protection may seem strange to most shinobi, but it can often mean the difference between life and death."
		"DOTA_Tooltip_ability_item_sarutobis_helm_bonus_damage"						"Attack Damage: +"
		"DOTA_Tooltip_ability_item_sarutobis_helm_bonus_armor"						"Armor: +"
		"DOTA_Tooltip_ability_item_sarutobis_helm_lifesteal_bonus"					"Lifesteal: +"
		"DOTA_Tooltip_ability_item_sarutobis_helm_hp_reg"							"HP Reg: +"

		//Poison Gauntlets
    	"DOTA_Tooltip_ability_item_poison_gauntlets"								"Petrification Gauntlets"
    	"DOTA_Tooltip_ability_item_poison_gauntlets_Description"					"Passive: Poison Attack - Poisons the target, dealing %damage_per_second% damage per second and decreasing %movespeed_slow%%% Movementspeed for %duration% seconds.\n\nPoison Gauntlets is a Unique Attack Modifier, and does not stack with other Unique Attack Modifiers.  Poison Gauntlets can be combined with Lifesteal Attack Modifiers."
		"DOTA_Tooltip_ability_item_poison_gauntlets_Lore"							"Recently, Kirigakure has begun to equip every new shinobi a pair of these special gauntlets. Those who use these gauntlets in combat can inflict upon their foes a deadly poison, slowing and damaging their victim overtime."
		"DOTA_Tooltip_ability_item_poison_gauntlets_bonus_damage"					"Attack Damage: +"
		"DOTA_Tooltip_ability_item_poison_gauntlets_attackspeed"					"Bonus Attackspeed: +"
		"DOTA_Tooltip_modifier_orb_of_venom_wc3_debuff"								"Poison Gauntlets"
		"DOTA_Tooltip_modifier_orb_of_venom_wc3_debuff_description"					"-30%% Movementspeed\n20 Damage per Second"


		//Kusanagi
    	"DOTA_Tooltip_ability_item_kusanagi"										"Kusanagi"
		"DOTA_Tooltip_ability_item_kusanagi_Description"							"Passive: Corruption - Your attacks reduce target's armor for 15 seconds.\n\nDesolator is a Unique Attack Modifier, and does not stack with other Unique Attack Modifiers."
		"DOTA_Tooltip_ability_item_kusanagi_Lore"									"The legendary sword that Orochimaru wields into battle, this powerful weapon is known to be the sharpest of all blades."
		"DOTA_Tooltip_ability_item_kusanagi_bonus_damage"							"Attack Damage: +"
		"DOTA_Tooltip_kusanagi_corruption"											"Kusanagi"
		"DOTA_Tooltip_kusanagi_corruption_description"									"-6 Armor"

		//Shuko
    	"DOTA_Tooltip_ability_item_shuko"											"Shuko"
		"DOTA_Tooltip_ability_item_shuko_Lore"										"A weapon for shinobi who focus more on speed rather than strength, it can slice and dice enemies at intense speeds."
		"DOTA_Tooltip_ability_item_shuko_attackspeed"								"Bonus Attackspeed: +"
		"DOTA_Tooltip_ability_item_shuko_bonus_agi"									"Agility: +"
		"DOTA_Tooltip_ability_item_shuko_movementspeed_percentage"					"Movement Percentage: +"
		"DOTA_Tooltip_item_shuko_ms_modifier"										"Shuko"
		"DOTA_Tooltip_item_shuko_ms_modifier_description"							"+10%% Movementspeed"

		//Raijin
    	"DOTA_Tooltip_ability_item_raijin"											"Raijin"
    	"DOTA_Tooltip_ability_item_raijin_Description"								"Passive: Chain Lightning - Grants a %lightning_chance%%% chance on attack to release a Chain Lightning that hits %lightning_bounces% targets, dealing %lightning_damage% damage.\n\nRaijin is a Unique Attack Modifier that stacks with other Unique Attack Modifiers, but overrides them when Chain Lightning occurs. "
		"DOTA_Tooltip_ability_item_raijin_Lore"										"This energy based sword was once owned by Tobirama Senju, the Second Hokage. It's wielder is able to manipulate lightning in order to unleash devestating attacks upon their foes."
		"DOTA_Tooltip_ability_item_raijin_attackspeed"								"Bonus Attackspeed: +"
		"DOTA_Tooltip_ability_item_raijin_bonus_damage"								"Attack Damage: +"

		//Nidaime's Helm
    	"DOTA_Tooltip_ability_item_nidaimes_helm"									"Nidaime's Helm"
